Id,LotShape,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,Age_of_house,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
1,1.5409627556327752,0.0,1.1943176378757767,1.8203341036428238,1.1943176378757767,1.8203341036428238,1.5409627556327752,1.1943176378757767,2.2596737867230705,0.0,0.7304631471189666,1.1943176378757767,2.2596737867230705,1.5409627556327752,1.1943176378757767,2.055641538058108,2.055641538058108,1.1943176378757767,2.885846472488202,5.831327892742091,19.212182313188084,2.440268378362637,1.8203341036428238,14.187526814497952,14.187526814497952,8.059125775508376,11.170326790619496,0.0,7.483295642295591,11.69262258528247,11.69262258528247,11.686189379390555,0.0,13.698887979000148,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.7304631471189666,2.6025944687727294,0.0,14.187526814497952,1.1943176378757767,10.506270963009685,0.0,5.7146689026506605,0.0,0.0,0.0,0.0,0.0,1.8203341036428238,1.1943176378757767,2.055641538058108,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,1.5409627556327752,0.0,1.5409627556327752,1.8203341036428238,1.1943176378757767,1.8203341036428238,0.7304631471189666,0.0,2.2596737867230705,0.0,0.7304631471189666,1.5409627556327752,2.2596737867230705,2.055641538058108,1.1943176378757767,2.055641538058108,2.055641538058108,1.1943176378757767,2.055641538058108,6.221213632878419,19.71220477890197,2.2596737867230705,2.440268378362637,14.145138012244155,14.145138012244155,0.0,12.062831653433358,0.0,8.897843946804546,12.792276226358874,12.792276226358874,0.0,0.0,12.792276226358874,0.0,0.7304631471189666,1.1943176378757767,0.0,1.5409627556327752,0.7304631471189666,2.2596737867230705,0.7304631471189666,14.145138012244155,1.1943176378757767,10.06209830903299,9.010205578972315,0.0,0.0,0.0,0.0,0.0,0.0,2.440268378362637,0.7304631471189666,4.545285536716194,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3,0.0,0.0,1.1943176378757767,1.8203341036428238,1.1943176378757767,1.8203341036428238,1.1943176378757767,1.1943176378757767,2.2596737867230705,0.0,0.7304631471189666,1.1943176378757767,2.2596737867230705,2.055641538058108,1.1943176378757767,2.055641538058108,2.055641538058108,1.1943176378757767,2.885846472488202,5.914940018959451,20.347240908682487,2.440268378362637,1.8203341036428238,14.184403604277843,14.185965540731983,7.6465380079030645,10.200342662007953,0.0,9.917059938656934,11.89203905911452,11.89203905911452,11.724598476197201,0.0,13.83208545463177,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.7304631471189666,2.2596737867230705,0.7304631471189666,14.184403604277843,1.1943176378757767,10.775536258885502,0.0,5.0533710494211155,0.0,0.0,0.0,0.0,0.0,3.011340243262834,1.1943176378757767,2.440268378362637,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4,0.0,0.0,1.5409627556327752,1.8203341036428238,1.8203341036428238,0.7304631471189666,1.5409627556327752,0.0,2.2596737867230705,1.1943176378757767,0.7304631471189666,1.1943176378757767,2.2596737867230705,1.1943176378757767,1.5409627556327752,2.055641538058108,2.055641538058108,1.1943176378757767,3.011340243262834,5.684506656824126,19.691552676807884,2.440268378362637,1.8203341036428238,14.047528636178493,14.135651502935826,0.0,8.274265741119429,0.0,10.468499910096941,11.354094166792635,12.013683020322897,11.354094166792635,0.0,13.711364159471431,0.7304631471189666,0.0,0.7304631471189666,0.0,1.5409627556327752,0.7304631471189666,2.440268378362637,0.7304631471189666,14.179713812657004,1.5409627556327752,10.918252927785405,0.0,4.745132396064701,8.797735592116597,0.0,0.0,0.0,0.0,1.8203341036428238,0.0,6.469749997220178,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5,0.0,0.0,1.1943176378757767,1.8203341036428238,1.1943176378757767,1.8203341036428238,0.0,1.1943176378757767,2.2596737867230705,0.0,0.7304631471189666,1.1943176378757767,2.2596737867230705,2.055641538058108,1.1943176378757767,2.055641538058108,2.055641538058108,1.1943176378757767,2.885846472488202,6.314734756825906,21.32515985291932,2.6025944687727294,1.8203341036428238,14.182841004523032,14.182841004523032,9.391827134755262,10.971129399749735,0.0,10.221051196470764,12.510587913259403,12.510587913259403,12.271364745626231,0.0,14.480029495615659,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,1.8203341036428238,0.7304631471189666,2.750250297485029,0.7304631471189666,14.182841004523032,1.5409627556327752,11.627707599932261,8.013883697367245,6.314734756825906,0.0,0.0,0.0,0.0,0.0,1.5409627556327752,1.1943176378757767,2.6025944687727294,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6,0.0,0.0,1.5409627556327752,1.8203341036428238,1.1943176378757767,1.8203341036428238,1.5409627556327752,1.1943176378757767,2.2596737867230705,0.0,0.7304631471189666,1.5409627556327752,2.2596737867230705,1.5409627556327752,1.5409627556327752,2.055641538058108,2.055641538058108,1.1943176378757767,2.750250297485029,6.337529394588084,21.282282796539835,2.055641538058108,1.8203341036428238,14.171884182186483,14.175018034740056,0.0,11.267216541031873,0.0,5.80273872401839,11.493820273589396,11.493820273589396,10.589574424774424,0.0,13.015962914755876,0.7304631471189666,0.0,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.7304631471189666,2.055641538058108,0.0,14.171884182186483,1.1943176378757767,10.169007130464756,4.969939052451073,4.492017742920502,0.0,9.178050664421775,0.0,0.0,11.147538247731708,0.7304631471189666,1.5409627556327752,3.5304192649587702,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7,1.5409627556327752,0.0,1.1943176378757767,1.8203341036428238,0.0,1.8203341036428238,0.0,1.1943176378757767,2.2596737867230705,0.0,0.7304631471189666,1.1943176378757767,2.2596737867230705,1.1943176378757767,1.1943176378757767,2.055641538058108,2.055641538058108,1.1943176378757767,2.055641538058108,6.098626104970388,19.907528872852918,2.6025944687727294,1.8203341036428238,14.189087426187385,14.19064737641105,7.944502934774821,13.031092624489567,0.0,9.15574970587587,13.655780507688625,13.670207259396387,0.0,0.0,13.670207259396387,0.7304631471189666,0.0,1.1943176378757767,0.0,1.5409627556327752,0.7304631471189666,2.440268378362637,0.7304631471189666,14.189087426187385,1.1943176378757767,10.89354133302396,8.64931139996047,5.59142712460611,0.0,0.0,0.0,0.0,0.0,2.885846472488202,0.7304631471189666,1.5409627556327752,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8,0.0,0.0,1.5409627556327752,1.8203341036428238,1.1943176378757767,1.8203341036428238,1.1943176378757767,0.0,0.7304631471189666,0.0,0.7304631471189666,1.5409627556327752,2.2596737867230705,2.055641538058108,1.1943176378757767,2.055641538058108,2.055641538058108,1.1943176378757767,2.885846472488202,5.950371295279625,20.023861568757013,2.440268378362637,2.055641538058108,14.140397821243571,14.140397821243571,8.511219710154148,11.702248507491014,4.597156711708115,8.274265741119429,12.413831308023239,12.413831308023239,12.077149047696548,0.0,14.320888266014626,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.7304631471189666,2.440268378362637,1.1943176378757767,14.140397821243571,1.1943176378757767,10.189934126006927,8.463563732298573,8.147315588624346,8.39538258223558,0.0,0.0,0.0,9.391827134755262,1.1943176378757767,1.5409627556327752,4.792129643835174,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9,1.5409627556327752,0.0,1.5409627556327752,1.8203341036428238,1.8203341036428238,1.8203341036428238,1.5409627556327752,2.2596737867230705,2.2596737867230705,1.1943176378757767,0.7304631471189666,1.5409627556327752,1.1943176378757767,2.055641538058108,1.5409627556327752,0.7304631471189666,2.055641538058108,1.1943176378757767,2.750250297485029,5.392276337227255,17.98987134386776,2.440268378362637,1.8203341036428238,14.073383820784445,14.103851511653946,0.0,0.0,0.0,11.987363555250518,11.987363555250518,12.186750882025454,11.339778687893531,0.0,13.811378405864021,0.0,0.0,1.1943176378757767,0.0,1.1943176378757767,1.1943176378757767,2.6025944687727294,1.1943176378757767,14.073383820784445,1.1943176378757767,10.105326135535595,6.448232316019433,0.0,8.158132683068054,0.0,0.0,0.0,0.0,2.2596737867230705,1.1943176378757767,6.148460831341732,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,1.5409627556327752,0.0,1.5409627556327752,1.8203341036428238,1.8203341036428238,1.8203341036428238,1.5409627556327752,1.1943176378757767,2.2596737867230705,0.0,0.7304631471189666,1.5409627556327752,2.2596737867230705,2.055641538058108,1.1943176378757767,1.1943176378757767,2.055641538058108,1.1943176378757767,1.8203341036428238,5.357203202420049,18.712543705168287,2.055641538058108,2.055641538058108,14.086243227218915,14.103851511653946,0.0,11.676515545860786,0.0,7.338607270038526,12.099928771272056,12.335431399519656,0.0,0.0,12.335431399519656,0.7304631471189666,0.0,0.7304631471189666,0.0,1.1943176378757767,1.1943176378757767,2.055641538058108,1.1943176378757767,14.086243227218915,0.7304631471189666,8.158132683068054,0.0,1.8203341036428238,0.0,0.0,0.0,0.0,0.0,0.0,1.1943176378757767,5.942124359831237,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
